,GSM77082,GSM77083,GSM78821,GSM78822,GSM78823,GSM78824,GSM78825,GSM78826,GSM78827,GSM78828,GSM78829,GSM78830
1415919_at,521.1,461.7,141.3,191.8,195.7,213.5,45.3,59.7,1141.3,440.9,472.4,494.1
1415920_at,653.3,667.7,287.6,309,1454.9,1486.6,352.5,465.9,810.4,448.7,308.1,346
1415921_a_at,27.2,44.7,12.3,18.6,18,34.3,9.3,16.7,9.2,5.3,11.3,10.1
1415922_s_at,811.4,513.1,149.8,262.2,2244.5,2175.2,912.1,1246.6,385,46.8,58.3,103.7
1415923_at,285.6,308.5,135.2,220.9,382.1,831.7,184.4,240.5,3473.6,1335.2,1348.7,1439.9
1415924_at,13.8,4.7,2.5,15.8,7.5,0.9,2.1,7,22.2,0.7,8.2,5.6
1415925_a_at,2869.1,2507.1,812.8,1163.9,3953.7,3701.3,1791.9,2446.9,1431.3,692.6,549.1,731.3
1415926_at,1614,1237.3,483.1,664,2614,2609.3,1202.9,1565.7,811,382.3,329.6,474.2
1415927_at,403.6,329.8,141,201.8,8912.8,6424.2,241.4,306.1,648.7,847.3,751.7,339.4
1415928_a_at,3664.9,3051.8,1903.2,1631.2,1568.3,2117.7,494.3,692.5,4354.2,2362.4,1593.8,2104.1
1415929_at,2739.8,1290.1,1078,1225.6,1209.5,1683.6,401.9,512,3266.7,1758,1487.9,1998.6
1415930_a_at,1535.6,1395.8,514.3,473.6,957.1,1029.2,321.7,426.1,1290.5,608.4,567.9,718.7
1415931_at,20.2,36.4,7.8,5.2,32.8,33.2,9.6,4.3,10.3,3.3,7.4,3.1
1415932_x_at,142.6,94.3,64.3,75.9,74.1,70.3,2.5,12.5,526.7,311.2,256.6,370.8
1415933_a_at,3154.3,2988.4,1147.3,1133.1,5864.2,5969.9,2615.5,3211.2,3761.2,1694.1,1396.8,1282.9
1415934_at,1434.9,869.2,536.2,704.6,2634.4,2748.1,979,966.3,1417.3,810.3,655.5,785.8
1415935_at,361.7,81.2,177.2,273.6,29.3,73.9,26,25.5,10311.1,6303.1,4772.8,7142.4
1415936_at,1429.3,1413.4,569.3,983.8,553.8,577.7,174.1,221,369.2,232,233.8,134.8
1415937_s_at,303.9,187.4,38.3,96.9,245.2,303.1,30.4,41.6,439.1,120.8,139.5,94
1415938_at,6.1,3.3,0.9,2.4,4.3,4.7,1.4,12.4,4,8.7,1.3,1.7
1415939_at,208.9,143.2,121.5,134.8,12.8,12.5,8.3,12.7,10649.6,8707.2,7697.5,9481.3
1415940_at,394.9,185.3,200.1,211.2,414.1,912.3,198.3,253.7,534.7,310.1,228.4,391.8
1415941_s_at,139.8,155.4,74.8,62.7,160.2,243.8,55.1,63.6,147.5,66.1,64.8,119.5
1415942_at,7953.9,7981.6,5933,7547.4,9587.4,8479.5,5920,7022,6949.3,4765.1,4527.5,4876.3
1415943_at,191.8,179.9,81.8,102,631.9,673.5,326,364,333,144.3,108.1,182
1415944_at,90.6,59.2,47.5,73.4,279.3,237,137.8,170.8,184.9,118.5,107.2,156.1
1415945_at,63.6,138.7,49.5,62.1,790.1,962.9,597.4,837.9,62.9,38.8,35,38.6
1415946_at,297.9,212.9,275.5,293.4,852.5,1120,387.1,463.7,668.9,530.2,373.6,494.8
1415947_at,561,341.8,137.6,144.6,235.3,472.5,94.5,121.3,1127.9,344.8,247.1,287.4
1415948_at,649.8,568.6,346.2,293.6,179.2,210.4,64.7,76.9,1170.8,534.8,439,584.2
1415949_at,649.2,332.1,380.5,351.4,133,1323.2,99.4,137.1,3077.2,2282.4,1170.9,1459.5
1415950_a_at,3157.8,3197.8,1571.5,1972.3,4786.5,4723,2495.9,3187.6,2212.3,1803.3,1470,1757.4
1415951_at,285.8,227.6,93,161.8,416.3,635.8,226.7,335.3,860.3,372.7,264.6,749.1
1415952_at,333.6,233.7,44.5,107.7,254.5,157,41,34.6,309.1,104.2,76,110.7
1415953_s_at,202.6,206.4,74.8,100.4,156.6,120.6,40.3,35,262.7,55.6,76,62.3
1415954_at,2.3,2.1,0.4,2.2,1.4,1.9,2.7,12.2,3.4,0.5,11.3,5.9
1415955_x_at,64.5,65.4,42.3,41.5,22.4,52.2,14,19.2,115.7,30.3,40.2,31.4
1415956_a_at,162.6,172.9,41.6,59.5,666.3,519.3,167.6,230,274,98.6,94.9,80.2
1415957_a_at,320.3,222.5,102.7,195.2,450.6,534.2,264.8,290.2,231.1,158,139.3,113.9
1415958_at,176.7,98.8,51.5,44.8,124.6,68.6,20.3,26.3,212.6,142.3,141.9,75.2
1415959_at,12,9.5,3.4,5.5,6.2,23.7,2.1,1.3,58.3,53,34.1,27.9
1415960_at,168,103,11.7,16.6,52.8,33.3,4.9,21.6,52.5,16.3,25.1,21.1
1415961_at,3045,1804.3,1077.9,1368.3,1306.1,2084.6,621.9,721.4,5851.4,3777.9,3538.7,4504.8
1415962_at,5500.7,4497.3,3253.6,4128.1,4037.7,4111.4,2437.9,2762,2629.2,2196.8,1748.9,2331.2
1415963_at,1339.4,1322.1,440,572.6,1373.7,1254.2,312.4,459.6,943,427.2,324.1,298.1
1415964_at,4864.1,2251.1,2086.3,2402.3,1668.7,1234.5,303.8,381.8,3407.8,2131.4,1661.8,1986.5
1415965_at,241,147.5,70.6,67,299.6,183.1,86,119,248.9,84.6,81,72.5
1415966_a_at,2076.4,1394.2,1503.2,1892.1,3104,2891.8,2104.6,2622.1,1682.7,1815,1502.8,1786.5
1415967_at,2314.9,1621.9,942.2,1351.3,3058.1,3579.2,1408.6,1739.2,1810.2,1437.6,1318.8,1458.8
1415968_a_at,309.5,291.2,55.5,46,269.7,219,20.9,39,487.1,68.5,74.2,67.8
1415969_s_at,4.2,2.7,0.8,0.7,0.7,1.5,10.3,2.5,3.3,0.7,1.2,0.7
1415970_at,2451.4,1683.1,964.9,1413.8,4457,4804.4,2173.4,2540.5,2547.1,1926.6,1799.2,1743
1415971_at,1146.1,1347.3,937.3,1070.4,1103.7,991.9,507.3,723.9,4572.5,2617,1920.2,2608.2
1415972_at,516.2,591,118.4,161.3,363,213.9,29.3,35.7,1389.9,453.7,303.2,372.7
1415973_at,1941,1751.8,959.2,1030.2,1295.3,1260.1,272.4,263,3990.5,2174.1,1820.7,2147.8
1415974_at,304.3,378.5,156.8,266.2,1184.1,1034.1,560.9,743.7,402.7,299.1,333.1,349.3
1415975_at,1388.1,1409.7,253.7,382.6,917.4,1116.5,298.5,341.9,1364.6,617.6,437.3,634.5
1415976_a_at,158.4,92.1,26.9,13.7,612.5,674,243.3,322.5,180.5,109.5,90.5,118.4
1415977_at,115.4,79.7,33,52.4,693.2,698.4,338.6,438.5,229.2,168.3,122.3,207.9
1415978_at,25.9,5.2,4.1,12.9,159.6,133.5,53.3,83.2,18.5,1.9,1.1,19
1415979_x_at,9220.4,9398,7184.7,7869.1,7894.7,8264,5376.2,6649.7,7628.3,4478.2,3980.1,4827.9
1415980_at,3057.2,2485.9,350.3,757.1,4095.5,3764.9,781.8,1187.3,1664.5,497.5,353.4,317.1
1415981_at,700.8,698.9,153.6,240,330.7,350.6,50.5,71.9,943.5,259.4,212.1,217.5
1415982_at,230.9,240.9,57.3,107.7,130.4,170.5,43.4,48,393.5,119.8,90.9,139.1
1415983_at,57.9,33.7,15.2,16.7,10.6,4.9,2.6,2.1,57.7,35.5,24.9,40.4
1415984_at,1139.3,881.3,426,731.7,1258.2,1260.3,444.1,512.6,1292.5,957.2,662.5,810.8
1415985_at,1158.5,750.2,467.4,706.1,2257.2,2405.1,883.4,1061,952.7,611.7,467,608.5
1415986_at,1257.2,1559.9,691.3,727.5,964.6,826.1,364.4,447.5,1382.1,1012.3,744.6,833.3
1415987_at,1378.1,1845.2,467.8,537.5,1592.4,2186.1,981.3,1137.4,1707.9,993.4,873.3,1089.1
1415988_at,69.7,399.2,13.1,32.4,60.5,169.3,44.7,25.2,298.9,56.4,81.9,35.5
1415989_at,1142.1,777.7,577.6,890.3,282.9,348.3,76.9,102.4,121.7,37.8,20.5,35
1415990_at,3179.5,2749.2,1456.9,2146.2,7880,8346.5,4581.2,5900.9,3889.2,2529.5,1961.6,2340
1415991_a_at,2116.7,1358.5,475.8,773.1,1201,1699.9,601.1,744,2485.9,1184.9,1102.3,1189.8
1415992_at,165,190.7,63.1,84.6,192.7,138.3,50.8,83.8,260.6,70.7,69.2,78.6
1415993_at,2188.7,1823.3,1154,1183.1,2787.1,2389.7,949,1219.2,1407.7,632.4,452.6,743
1415994_at,76.9,92.4,21.4,16.6,59,68.3,8.7,12.5,97.1,13.9,16.2,20.7
1415995_at,210,130.5,123.7,156.3,365.3,529.9,151.3,221.8,451.7,209.3,166.6,264.1
1415996_at,2120.7,992.7,2517.8,2271.9,18.5,77.2,15,29.8,2829.7,4101.8,2837,3558.6
1415997_at,245.9,83,182.3,209.8,34.9,11.6,3.4,2.3,449.8,514,351.9,478.2
1415998_at,798.5,701,379.9,431.1,2975,2598.7,1016.8,1277,1142.9,912.2,567.1,698.1
1415999_at,889.8,589.6,901.4,1009.5,202.3,125.8,178.9,269.4,632.9,584.5,324.1,627.6
1416000_a_at,2270.8,1860.6,1475,1700.7,5361.6,6384.3,3488.3,4166.6,2997.2,1906.1,1632.4,2411.5
1416001_a_at,322.5,401.2,25.8,9.2,140.2,142.7,9.5,12.6,472.3,55.4,29.1,27.9
1416002_x_at,127.6,133.5,21.5,17.6,29.6,41.6,21.5,15.4,231.4,33.5,23.9,14.7
1416003_at,13.8,17.5,0.3,1,13.9,9.2,5.4,2.7,41.6,16.1,12.4,22
1416004_at,1324.1,1017.8,467.1,693,2915.7,3704.9,1584.7,2197.3,2525.6,1830,1386.2,1725.5
1416005_at,490.2,382.2,367.2,418.5,2098.6,1904.9,1286.4,1619.1,677.9,753.1,569.3,745.6
1416006_at,305.9,355.2,73.1,131.4,129.1,125.7,67.6,42.6,470,152.9,169,330.2
1416007_at,162.4,140.6,51.5,44.2,36,71.2,2.1,14.3,159.1,29.8,28.2,26.5
1416008_at,125.2,198.5,153.4,110.4,67.4,95.8,13.3,23.6,164,94.8,63.9,65.6
1416009_at,1296.1,1926.4,427.9,533.2,2277.2,2572,476.6,623.9,3278.8,1114,1134.5,1276.1
1416010_a_at,668.2,435.3,313.4,290.8,1183.2,1293.6,437.1,516.2,1725.3,1122.8,771.4,783
1416011_x_at,461.2,247.6,136.5,154.8,724.3,834.2,207.8,301.6,1351.8,527.3,433.1,532.2
1416012_at,109.5,126.5,31.8,18,110.9,90.5,22.5,31.8,533.5,159.9,170.3,210
1416013_at,420.4,276.6,178.3,246.5,549.8,900,192.8,279.5,779.2,424.2,347.3,566
1416014_at,347.7,289.6,143.5,269,569.5,2026.1,592.1,501.9,242.2,158.6,100,180.9
1416015_s_at,653.4,657.4,439.5,567.3,2072.5,2512.3,1065.1,1506.6,831.9,477.1,312.3,509.2
1416016_at,254.5,171.6,83.8,115.5,116.4,161,13.1,32.9,524,206.4,180.6,311.6
1416017_at,508.3,615.7,213,284.8,465.5,453.6,137.5,153.2,1056.3,626.5,391.8,689
1416018_at,185.3,124.9,209.9,221.2,404.8,513.4,151.6,157.5,365.8,153.9,107.4,133.2
1416019_at,77.8,45.2,15.6,20.5,107.9,132.9,32.4,43.9,86.5,21.3,24.3,30.1
1416020_a_at,796.6,473.3,169.3,236.5,3163.6,2941.6,1055.2,1835.3,739.4,485.6,426,251.9
1416021_a_at,941.3,646.8,555.9,596,5187.3,4833.5,2141.6,3190.7,2290,1188.8,906.3,1014.6
1416022_at,252.3,140.1,66.9,149.2,3104,2301.8,1116.7,1293.2,1054.1,406,400.4,412.6
1416023_at,121.2,48.6,72.4,141.6,173,349,32,43.2,136.8,120.4,134.2,105.2
1416024_x_at,3595.5,4168.9,1538.5,1633,5679.1,5512.1,3441.7,3854.7,3273.5,1361.3,1176.9,1279.7
1416025_at,4.2,2.3,0.5,2.2,2.5,1.5,0.6,0.7,3.3,4.5,1.5,1.1
1416026_a_at,8946.9,4487.3,3031.1,3806.8,6933.4,7633.8,2396.2,3048.7,3261.3,1382.7,1203.6,1378.1
1416027_at,1614.7,1281.4,653.6,877.3,2249.8,3092.5,1092.4,1367.8,2958.4,1496.1,1051.1,1491.7
1416028_a_at,255,209.4,55,96.5,1679.7,1688.6,761.6,918.8,546.4,246,207.3,277
1416029_at,768.6,616.3,258.7,283.7,974.1,1089.8,351.9,342.6,939.5,288.6,223.4,362.9
1416030_a_at,481.6,736.2,335.7,484.1,3467.2,4041.1,1879.4,2747.3,194.2,199.4,145.1,162.6
1416031_s_at,325.6,361,202.8,243.6,1478.7,1565.2,841.7,1102.2,206.9,98.4,124.2,103.1
1416032_at,780.1,525.8,121.6,269.4,991.1,488.2,155,150.8,685.3,185.1,175.1,202.5
1416033_at,28.6,12.7,15.6,28.2,41.3,4,8.5,6.2,27.6,11.1,14.7,17.6
1416034_at,191.1,74.5,36.7,45.3,44.7,571.8,88.4,106,298,241.3,171.9,127.4
1416035_at,398.8,341.4,238.3,225.3,612.6,463.2,221.5,297.4,740.3,578.6,311.1,410.9
1416036_at,891,559.3,203.9,403.4,2488,2531.5,1008.2,1282.1,1798.5,665.5,861.3,838.6
1416037_a_at,3100.1,1975.1,1650,2557.5,4741.5,5450.6,3534.8,4893.1,2034.3,1157.3,943.5,1338.6
1416038_at,451,635.9,137.1,172.6,736,814.8,193,351,514.9,202.8,164.6,185.4
1416039_x_at,4092.9,1884.1,5365.8,4923.3,2268.7,1837.3,634.1,662.2,7018.3,3239.8,2631.7,4374.2
1416040_at,10.2,6.6,2.7,3.1,5.3,4.3,7.6,2.1,7.9,0.9,3.4,1.9
1416041_at,3788.2,2332.2,2241,2421.6,1007.8,1101.9,311.3,409.5,4278.5,2153.2,1424.6,2727.2
1416042_s_at,655,470.3,218.6,257.1,1944,1546.7,1536.6,1882.5,298.7,191.7,112.3,254.8
1416043_at,1,1.3,0.4,1.2,33.2,28.5,28.8,43.6,1.8,5.8,1.5,3.5
1416044_at,678,696.2,232.8,310.8,965.2,1120.3,237.3,263.9,1371,481.7,359.9,484
1416045_a_at,362.4,350.7,182.2,259.2,829.9,859.1,473.8,560.7,563.2,356,344.9,451.9
1416046_a_at,61.1,35.5,11.9,10.1,67.7,173.5,41.6,31.9,175,66.6,56.9,106.2
1416047_at,21.7,2.3,1.9,7.2,11.1,7.5,1,6.4,24.3,0.6,6.1,7.2
1416048_at,650.7,645.7,182.3,214.4,1590.9,1626.9,606.8,638.8,581.8,212.2,216,262.6
1416049_at,6.8,6,6,2.8,52.5,54.9,11.4,18.1,22.8,11,7.5,18.5
1416050_a_at,498.8,237.7,166.9,249.9,412.8,410.8,177,237.9,2140.3,745.7,777,1033.8
1416051_at,60.4,17.4,12.9,8.9,51.3,18.8,2.7,9.8,653.1,304.1,272.7,436.5
1416052_at,1250.2,498.5,154.8,169.4,2476.7,2510.6,494.1,790.2,845.6,157.6,85.9,155.7
1416053_at,387.5,173,468.9,375.8,1864.8,2025.2,568,830.6,44.8,28.2,2.5,17.5
1416054_at,10499.4,11767.1,6681.2,8619.4,10008.9,8833.5,6792,7905.1,7061.9,4400.5,4578.3,5229.7
1416055_at,15.2,11.2,4.3,6.4,16.3,7.9,8.8,6.3,7.8,4.5,5.7,6.7
1416056_a_at,4923.3,3571.5,2757,3067.8,4678.9,4658,2354.6,3033.1,3341.5,2472.3,2360,2355.7
1416057_at,3097.3,1706.2,725,1334.1,2842.9,3014,700.1,911.4,2130.2,995.4,1342.6,875
1416058_s_at,5706.2,5183.7,3943,3993,8957.6,8869.6,5649.2,6570.4,5521.8,4032.2,3842,3882.1
1416059_at,802.1,489.7,301.3,478.6,1521.9,1711.9,717.4,884.8,1205.3,748.7,603.2,679.3
1416060_at,649,486.9,474.7,453.8,850.4,675.6,253.6,340,794.4,401.2,301.1,350.9
1416061_at,501.1,512.2,215,266.9,499.2,760.5,219.2,249.1,503.2,223.5,158.1,259
1416062_at,40.9,87.8,9.5,27.2,13.1,64.3,19,14.5,69.5,5.6,15.3,11.8
1416063_x_at,3.9,1.3,0.8,2.8,2,0.7,0.7,0.5,2,1.2,3.3,2.4
1416064_a_at,13835.7,7651.6,12414.6,13555.1,10350,9595.3,6424.6,7943.2,11949.6,8374.6,7017.2,9509.4
1416065_a_at,1028.7,585.5,597,571.3,892.1,800,431.8,614.2,308.4,272.5,198.9,225
1416066_at,1976.9,1219.6,716.6,1288.4,978.2,1137.7,412,372.2,2146.9,1850.4,1559.9,1775.1
1416067_at,7151.3,6785.4,3868.5,4252,2849.3,3432.3,934.6,1155.5,4290.7,655.9,493.5,2004
1416068_at,853.3,637.6,783.1,777.5,1963.6,2114,1393.7,1394.1,785.8,714.8,508.8,777.2
1416069_at,1161.3,1255.6,467.4,662.7,1111.6,1359.7,598,792.7,1524.7,931.4,630.9,980.2
1416070_a_at,291,342.5,422.1,497.5,1114.3,1182.8,947.1,912.9,269.1,352.7,295.7,412.6
1416071_at,318,295.8,188.2,247.2,1113.1,1284.8,504.9,538.6,362.2,188.7,149.9,196.1
1416072_at,2583.8,2047.7,929.4,1322.6,54.4,54.9,16,9.2,5962.9,3581,3082.9,3491.8
1416073_a_at,722.1,853.4,250.2,372.8,2217.1,2216.5,966.3,1009.3,757,357.6,251.3,336.1
1416074_a_at,11235.3,6589.3,8690.8,10572.6,8746.5,9005.5,6735.2,7850.9,5546.6,4849,4196.7,4458.6
1416075_at,140.1,119.5,64.1,73,101,188.3,89.6,104.5,314.6,103.3,115.1,137.9
1416076_at,32.4,36.1,22.7,30.7,1488.5,1548.3,1082.5,1005.6,7,17,13.9,11
1416077_at,100.6,41,34.3,46.7,39.9,68.1,11.5,14.9,1457.1,698.9,495.2,1013.8
1416078_s_at,1038.4,736.6,565.7,730.7,1169.8,1262,536.7,446.4,1248.5,460.3,396.9,536.5
1416079_a_at,596.3,287.4,247.5,390,509.4,749.1,372.8,627.6,905.7,705.9,542,678.8
1416080_at,90.4,63.4,50,51.4,51.3,45.9,24.3,21.8,265.5,159.8,144.5,162.2
1416081_at,154.5,568.4,12.8,17.7,113.2,176.7,27.2,28.2,294,19.1,30.2,32.3
1416082_at,5148.2,4070.6,2192.1,2474.3,5398,5496.7,1955.3,2658.7,6199.2,3637.9,2801.6,3253
1416083_at,4371.6,5005,1804,1826.5,2342.7,2312.7,714.4,1021.3,3191.2,1545.3,1028.7,1548.8
1416084_at,559.8,519.2,129.6,160.1,137.2,128,40.9,61.4,330.7,64.4,33.8,147
1416085_s_at,7026.2,6649.1,2620.4,2828.1,1427.9,1337.3,435.9,535.1,4073.2,741.5,577.2,2010.9
1416086_at,168.1,160.9,75.3,114.9,826.9,1267.1,440.8,511,560.7,264.5,192.5,273.8
1416087_at,163.1,104,70.2,165.8,775.5,990.5,470.6,655.7,290.5,191.5,172.1,204.8
1416088_a_at,9370.2,7769.5,4552.5,6657.8,5706.8,5554.6,3678,4754.2,3569.1,2434.1,2398.2,3114.2
1416089_at,6285,3529.1,2323.2,3683.4,3366.1,3333.6,2017.7,2437.4,2401.9,1384.8,1230.2,1447.9
1416090_at,2186.7,2302.1,982.6,1015.4,3769.4,4388.7,1238.2,1536.4,2126.4,1046.7,756.5,930.5
1416091_at,642.3,579.4,217.9,260.4,676.7,661.6,172.2,217.2,965.8,565.5,415.9,562.8
1416092_a_at,516.3,689.5,127.5,160.2,1290.2,1298.8,306.6,401.8,902.3,375.4,269.3,327.7
1416093_a_at,452.8,414,149.3,191.3,921.5,1149.6,429.4,585.1,632.5,198,163.1,209.8
1416094_at,1180.6,1281.1,661.5,693.8,1939.9,2309.2,588.7,587.7,2841.4,1702.9,1127.2,1489.7
1416095_x_at,1016,916.3,425.8,586.3,2077.5,2066.7,613.1,798.7,1236.5,549.8,380.4,465.1
1416096_at,595.7,356.5,243.4,323.5,478.9,640.3,247.6,356.5,619,313,265.7,351.6
1416097_at,4.8,4.7,2.2,3.2,1.4,23.4,0.8,1.9,6.6,1.4,2.4,1.8
1416098_at,76.3,65.1,21.7,12.3,40,42.4,4.9,17,64.7,11.4,22.2,13.9
1416099_at,7352,3356.9,2023.8,4615.4,9157.5,8767.2,5530.6,5441.4,4008.8,2175.3,2154.7,2220.7
1416100_at,2784.5,2904.1,794.5,1419.1,4649.7,4686.5,2254.8,2484.8,1787.9,847.4,897.6,993.1
1416101_a_at,4426.7,1598.7,1217.7,1217.2,2811.4,3377.6,524.6,643,3146.5,1508.1,1235.6,1423.9
1416102_at,1666.3,1828.1,378.3,515.9,2201.4,2711.2,717,874.4,1825.9,787.8,534.4,792.9
1416103_at,404.6,332.9,83.2,91.4,274.6,293.5,52.1,61.6,446.4,94.5,74.9,130.4
1416104_at,173,123.4,33.2,56.1,233.7,337,74.9,68.7,336.9,87.4,71.5,74
1416105_at,303.1,225.9,92.8,134.1,568.1,620.3,117.5,172.4,445.5,227.2,137.6,210.4
1416106_at,432.3,322.9,166.7,284.8,1201.7,1418.3,421.2,508.6,551.8,218.5,159.8,225.1
1416107_at,58.9,89,8.7,11.8,51.6,31.1,2.1,11.8,63.3,2.9,2,8.4
1416108_a_at,555.5,366.2,170.9,347.5,435.5,546.3,199.5,249.5,3244,1823.6,1432.4,1682.1
1416109_at,616.5,518.4,200.3,358.2,415.1,529.3,196.2,270.1,1872.6,1097.7,1135.9,1512
1416110_at,535.4,549.1,263.3,275.4,1329.8,1341.6,428.2,631.8,856.7,438.6,315.2,364.1
1416111_at,162,217.3,69.9,86.4,7.6,10.8,4.3,3.8,220.7,40.9,28.7,78.5
1416112_at,1184.2,664.4,113,215.7,2273.2,2786.2,390.6,439.5,732.7,184.1,179.7,162.9
1416113_at,684.8,729.1,149.2,253.1,1034.2,924.9,250.7,261.6,949,337.3,331.1,332.8
1416114_at,786.9,272.3,377.8,538.4,18.2,3,1.3,1.2,4503.4,4653.3,3561.4,3834.7
1416115_at,288.7,207.4,227.7,265.6,670.1,873.4,256.3,307.9,376.7,230.3,190.3,241.4
1416116_at,85.3,63.1,45.4,49,78.9,119.1,15.8,42,67.2,33.7,38.1,36.2
1416117_at,131.8,124.7,43.1,78.7,68.2,64.7,23,36.2,164,71.7,41.7,42.9
1416118_at,221.1,182.4,124,183.2,1360.7,1527.4,795.1,903.4,77.6,33.5,34.1,37.8
1416119_at,5401.6,4154.9,1641.4,2371.9,9792.1,9767.2,6873.8,7512.8,6143.4,4224.4,3882.7,4434.1
1416120_at,48.6,98.3,17.7,41.9,5171.2,5390.1,3067.3,3478.4,57.9,53.4,31.9,29.2
1416121_at,437.4,326.8,195.9,170.8,279.1,687.7,34.4,51.3,6657.2,4423.4,4048.6,5496.4
1416122_at,302.8,251.2,71.2,104.2,1056.3,3143.5,317,399,2992.9,1723,1207.8,1394
1416123_at,20.9,28.1,5.8,4,48.7,114.5,16.8,25.7,139.7,63.3,42.6,38.6
1416124_at,2,3.7,1.7,13.2,33.9,38.5,11.7,1.5,13.9,4.8,7,10.4
1416125_at,588.8,548.7,85.4,88,468.6,448.4,212,231.5,335,171,165.7,177.4
1416126_at,126,86.5,116.5,142,402.4,568.4,266.2,341.1,173.6,116.4,73.3,97.4
1416127_a_at,274.6,179.3,108.3,172.2,591.7,787.7,322.9,369,678.4,410.7,328.5,442.5
1416128_at,487.8,277.9,77,53.7,532.2,556,216.5,235.4,286.6,34.8,44.4,53.8
1416129_at,12312.4,6989.8,10575.5,10645.4,3437,6322,3404,3505.3,7067.2,4014.7,3024.2,5576.8
1416130_at,324.4,167.5,107.4,217.5,187.4,425.7,64.9,77.1,1990.3,878.1,740,1030.1
1416131_s_at,506.5,242.8,168.1,181,470.9,677.6,79.5,102.6,709,248.9,136.9,148.3
1416132_at,74.5,69.8,25.2,34.5,128.4,202.3,32.9,47.5,159.2,75.8,52,40.9
1416133_at,962.3,661.2,363.7,560.6,1277.4,1663.6,444,513.3,1406.9,836.3,755.7,862.5
1416134_at,13.9,8.8,19.9,4.2,19.9,20.5,11.7,9,58.1,29.5,24.9,27.3
1416135_at,758.6,686.8,293.3,442.2,3250.7,3263.8,1974.5,2161.4,413.7,268.6,216.1,318.3
1416136_at,4044.4,3226.6,1391.5,2022,193.6,165.5,38,32.3,8679.5,5827.2,5265.8,6807.2
1416137_at,184,158.7,42.5,65.2,224.1,225.9,40,108.5,392.2,132.6,117.7,184
1416138_at,880.4,530.4,220.5,404.9,1124.7,1821.4,551.7,731.7,1696.7,930.2,839.6,1116.3
1416139_at,59.2,77.9,3.8,27,38.4,45.3,12.3,8.7,84.3,7.5,25.8,24
1416140_a_at,1007.7,1143.2,429.7,581.7,1524.3,1540.2,586.7,633,1018.8,428.7,442.2,491.4
1416141_a_at,14308.3,14217.2,14631.2,15713.3,14219.2,14430.7,12545.9,15377.3,13210.9,12541.4,11078.7,13236.8
1416142_at,2420.4,1275.4,1421.5,1592.5,1633.8,1601.4,799.3,1138.1,537.1,495.5,300.8,474.8
1416143_at,3262.5,2221.5,1172.1,1747.4,5216.7,5730.3,2633.4,2959.9,3621.3,2512.4,2206.6,2072.5
1416144_a_at,2562,1502,1864.8,1472.2,2370.3,2924.6,1189.5,1500,2058.2,1024.8,711,858.7
1416145_at,3786.6,3634.8,2513.3,2717.3,5046.3,5701.1,3422.9,4292,3264,2294.2,1473.6,2188.4
1416146_at,1762.5,1924.6,840.5,946.5,3614,4021.1,2204.3,2837.2,820.5,646.2,427.2,654.5
1416147_at,95.4,90.8,80.6,76.8,169.5,266.9,146.8,154.9,15.6,94.9,77.1,91.1
1416148_at,1097,730.9,655.6,565.4,963.3,1496.2,367.6,491.8,1015.6,598.2,595.2,604.2
1416149_at,5.7,14.2,7,1.1,5.2,13.8,0.5,0.7,6.2,2.3,2.3,2.3
1416150_a_at,2464.6,1279.4,1904.8,1792.7,2996.5,3298.8,1537.1,2095.7,1813.4,1211.2,729.7,1054.2
1416151_at,454.8,488,253.1,259.8,666.6,769.6,224.2,249.5,503.3,234.8,174.1,211.1
1416152_a_at,355.5,300.8,227.2,287.8,815,943.2,310,426.5,391.9,230.1,133.3,197.6
1416153_at,3232,2277,1381.6,1869.1,4316.6,4903.1,1564.6,1868.5,4173.1,2501.8,2013.5,2466.5
1416154_at,39.2,43.4,13.3,16,19.4,35.8,12.7,2.6,41.3,22.8,18.5,22.2
1416155_at,624.4,674.7,211.9,276.2,4357.5,3041.7,1137.4,1101.1,209.9,132.5,77.7,93.2
1416156_at,2276.9,1519.1,1381.9,1454.4,4007.8,4090.6,1150.1,1268.5,3581.2,2074.5,1595.6,1852.8
1416157_at,3.4,4,9.6,14,60.7,56.9,13.4,21.8,32,20.6,19.1,18.4
1416158_at,52.1,65.7,19,18.4,64.5,88.8,17.6,17.8,181.7,51.2,53.4,43.3
1416159_at,287.5,257.7,42.7,57.2,269.9,261.5,34,49.6,643.4,168.8,154.7,89.6
1416160_at,23.5,92.1,10.3,26.7,23.4,18.3,8.4,4.3,92.7,18.4,18.3,16.2
1416161_at,1493.2,929.7,888.7,935.3,2237.5,1813.8,382.2,642.2,1275.5,568,259.7,378.1
1416162_at,94.8,145.8,48,63.5,192.8,266,54.7,73.7,143.4,50.3,39.8,57
1416163_at,243.7,316.5,216.9,295.6,814.3,972.3,502,723.3,477,452.6,361.9,460.2
1416164_at,294.9,134,134.4,187.2,124.5,113.9,13.7,18.4,4889.3,2430.9,1856.4,2930.8
1416165_at,429.5,443.4,264.2,285.8,2745.9,3851.7,1402.6,1546.8,1257.6,886.2,674.9,1136.6
1416166_a_at,162.6,165.1,67.2,54.3,137.4,152.4,61.2,122.8,160.8,97.5,94,64.4
1416167_at,1307.6,887.5,341.8,657.7,2608.1,2536.2,1255,1703.8,2270.2,1276.7,1021.5,1447.3
1416168_at,1835.7,1505.5,607.2,871.1,7171.7,7614.1,4089.1,5100,12319.9,8964.8,7770.3,10591.9
